Apple processa a Samsung no Jap??o - Not??cias - TechTudo ~http  via @user,0
?? O JACKI CHAN !!! RT @user ESSE ?? DOS MEUS!!! HAHAHAHAHAHAH ~http  @user; assiste; recomendo!,1
Eras o samsung galaxy tab e muito lerdo para twitar,-1
"""Dizem que a coisa mais triste que o homem enfrentar?!;?? o que poderia ter sido...",-1
testando novos aparelhos.. nokia 5233 e Samsung Corby(merda)!,-1
batendo cabe??a com samsung corby,-1
loogoo mais #MOICANO; voo ficaa gat??ao .  (H)**    =D,1
#bigfollow VIP e EXPRESSO; muito barato mesmo: ~http ,1
FALHA? No IE?? DUVIDO!!! RT: @user Microsoft confirma vulnerabilidade no navegador Internet Explorer: ~http ,-1
"""Se esta vadia falar alguma merda para mim Nossa eu rodo a baiana aqui hein""",-1
RAIVA vou ter que ir com meu nike dinovo pra escola ; minha m??e lavou meu all star,-1
QUE LEGAL!  Brasil ganha pr??mio nas olimp??adas de tecnologia da Microsoft em ~http ,1
Duvida cruel! Shift+Del no Infinite Stratos ou devo gastar um DVD-R com esta porcaria?,-1
"C?,MERA DIGITAL SONY DSC-WX7 16MP; V?�DEOS COM QUALIDADE HD 1080i; FOTOS EM 3D E MUITO MAIS. ~http ",0
Esse final tem outra etapa do circuito adidas ... vamos que vamos ...,1
Paulinhoo'Loopes o famoso Brankelo da Nike #TeAmo mto meo brankelo ;$ irm??ozinho do conceito + gatoo &lt;3,1
Parab??ns!! RT: @user Alphaville SJC ?? nosso! Vamos fazer a campanha de incentivo. A campanha de mercado ficou com a Eug??nio.,1
A @user e @user v??o sortear uma camisa Nike oficial da sele????o brasileira pelo Twitter.Saiba como no link: ~http ,0
#Cristiano Ronaldo's NIKE Speed test: ~http ,0
?? gente; agora a Sony vai acabar de ser estuprada mesmo.,-1
Participem da Comunidade da musica do @user ( N??o ?? Normal) &gt;~http,0
QUE ISSO GALERAAAA; TIMINHO DE MERDA QUE NUM ACEITA PERDER; QUE ISSO o0 cade a policia pra apartar isso velho. #tomanoc??,-1
#feriado??bompara ANDAR NA PRAIA; J?� FUIIIIIIIIIIII,1
"""Ele ?? casado e eu sou a outra; Na vida dele; Que vive qual uma brasa; Por lhe faltar Tudo em casa.""#mariabeth??nia#",-1
Estou neste exato momento aguardando que o atendente da sony (Thiago); me passe as primeiras informa????es quanto ao prazo de conserto.,0
eu ja estourava minhas contas normalmente! Eu nao quero pensar em como vai vir! medo!,-1
"""Eu quero ganhar o mouse sem fio da Microsoft que o @user est?! sorteando - ~http  #PromoSD""",1
Acabei de lembrar da festa linda do @user a base de valesca.  Final dos tempos . kkkk,1
AGORA EU ACHO QUE O RONALDINHO VAI JOGAR A BOLA ?? DA NIKE !!!,1
"O bing ?? um ""buscador""?? A ??nica coisa que ele acha ?? o Google!!!",-1
"""Amar n??o  e pecado!!# LUAN SANTANA SUCESSO",1
Alguem ai sabe editar video ??????????????????????,0
#EIAOVIVO O QUE VALE MAIS; COPA AUDI OU COPA DA HORA?,0
MTO FELIZ ??? era o depo q eu mais queria ver *-*,1
Nossa dormi em um dia de chuva como o de hoje n??o tem pre??o ;x,1
Eu sigo @user e quero ganhar uma C??mera Digital Samsung 14.2 na promo????o: ~http,0
Photo: ??? Voc?? j?! se pegou tentando lembrar de cada palavrinha dita naquela situa????o; apenas para poder... ~http ,0
aeeee o celular novo chegouuuu... Samsung galaxy sII empolgadasso!,1
Acordei de mau humor. Vou malhar pra melhorar. At?? mais tarde; twitter.,-1
nuss que raiva n??o to conseguindo salvar os meus videos comentados aqui no Sony Vegas Pro 10 :S,-1
cara;e cada gala seca; que velho n??o tem como n??o ficar puta! pqp transtornada de odio  me tremendo nem conseguindo escrever direito,-1
Eu queroooooooooooooo. *-* RT:. @user  O Bon?? Nike do Centen?!rio ficou irado! ~http ,1
*Estou de aviso pr??vio novamente! (N??o ?? not??cia de 1?? de abril!) =/,-1
segunda vez que empurram a barreira do inter na falta...,-1
Capa em silicone gel S-Type curve TPU Premium para Smartphone Samsung Galaxy SII. Apenas R$ 39;90. Frete Gr?!tis... ~http ,0
O melhor cheiro; ?? o cheiro que fica na sua roupa depois de voc?? ter abra??ado algu??m que voc?? gosta muito.,1
Quero um nintendo #Wii p jogar Just Dance! Me d?!?,1
Sem luz; sem ar nesse calorrrrr ninguem merece,-1
#Logomarca com nome novo ; criada e enviada! um trabalho a menos! rs,1
Show do Seu Jorge logo mais...,0
Lan??amentos Sony para seu iPhone 3GS - ~http,0
eu APAIXONEI com a camisa do fael de ontem!!! Tinha as cores da bandeira da Jamaica e etc hahahaahahha,1
AH! Minha fessora de pilates disse que eu melhoei sessenta por cento desde a primeira aula...detalhe que essa foi a terceira! =D,1
boooa tarde!,1
uhu; que loooooco. sony vaio e um note da hora .. computador aqui nao falta kkk,1
???Eu quero conquistar a minha independ??ncia digital com o Samsung Star que o @user est?! sorteando ~http ,0
Depois do ataque que sofreu; Sony diz que ter?! seguro contro roubo de informa????es. Vem a?? uma taxa de uso da PSNetwork? #FicaaDica #wtf,-1
aaaaaaah O Luan tem qe levar pelo menos um premio... :'(,-1
Vcs reclamam da Demi pq ela fez uma tatoo junto com as amgs.  Tem gnt que n??o rabisca nem o nome do ''bff'' no bra??o com canetinha vagabunda,-1
Vende-se - Nintendo Wii edi????o especial 25 anos; 2 controles; 2 nunchuks; destravado com HD externa e 125 jogos. algum intressado?,0
3 minutos para a apresenta????o da NINTENDO na E3 2011!!!!!!!!!!,1
PELOOOOOOOOOOO DE DEUS ALGU??M SABE COMO DESBLOQUEAR #MSN ? ://///////////////// TA TENSO AQUI EM,-1
A microsoft se supera... Wins 7 ?? melhor que o Vista mas PIOR QUE O XP??? #QuemExplica ?,-1
Eu quero ganhar o Nintendo Wii que o @user vai sortear dia 27/10 (20:00 hrs); RT e follow @user ~http ,1
Torneio Pok??mon para Nintendo DS em Bras??lia! Gyms Fighting e Steel de Johto - 31/07 no P?!tio Brasil. Mais informa????es: ~http ,0
Hoje a noite as 21:00 o Speed ir?! transmitir a 2 etapa do Audi DTCC que foi realizada no @user. Assistam!!!,0
diazinhoo chato !,-1
s?? de pensar qe amanh?? tem escola me d?! um des??nimo D:,-1
?? muito bom ir dormir sabendo que amanh?? nao precisarei acordar cedo pra ir pra porra daquela escola,1
Hoje tive o prazer de conhecer o @user aqui no Audi DTCC; grande piloto e excelente pessoa.,1
"T??nis ou sand?!lias? ??"" Nike Dunk ~http ",0
?? amanh??; hein?! O grande dia! O sorteio do HD EXTERNO Samsung #500GB. E quem est?! confiante da RT ~http  \0/,1
Sigam e RT @user + @user #sorteio em 07/01 HD 1;5TB Samsung ~http  ~http ,0
Colocando o cadar??o do adidas da @user,0
fiz torrada de chocolate :o e tava muito bom :o,1
o cara de Teardrops on My Guitar ?? o Tyler Hilton ou ?? impress??o minha?,0
boa noite pra mim (yn) ' bjbj ;**,1
2?? jogo da Copa Audi Bayern de Munique x Milan #CopaAudiNoEI #Partiu,0
Eu vou ganhar 1 Tablet SAMSUNG GALAXY dia 30/06/2011; estou seguindo @user e concorrendo; de RT e concorra tb; infos: #multiloja.com,0
Ad??????go escrever monografias; elas s??o um ??timo sonifero!,1
meu t??nis chego porraa aeeee! ADIDAS vespa px mid uhuu,1
S?? eu nao gostei do nintendo 3ds?,-1
Participa????o na ??ltima prova de 10k no ano: Circuito das Esta????es Adidas com a companhia do @user. Tempo l??quido de 00:53:06.,0
"""Se eu fosse um cara??? Eu acabei de dizer ???se eu fosse um cara??�?""  - Chandler Bing de F.R.I.E.N.D.S",0
Haha; o engra??ado ?? que por enquanto quem tem mais cupons; dos que cliquei; sou eu!!!,1
Quem nunca jogou Mario no Super Nintendo n??o sabe o que ?? se divertir pisando nos outros!,1
MEU DEUS O SONY ERICSSON ?? identico ao PSP *-*,0
QUERO V?? QUAL VAI SER A PROXIMA MENTIRA QUE VAI ROLA AKI ; PRA TENTAREM GANHAR MAIS FOLLOWERS =/,-1
eu ;@thaaiis_sz;@tookoo_  e a @user estamos jogando nintendo ds da camila...,0
ultima semana de ferias; FUDEU,-1
Eufenismo Paris Hilton .. para que te quero ?,-1
eu ganhei um celular novo w20 sony ericson,1
Jaqueta Nike Corinthians N98 Centen?!rio? Promo????o de R$ 229;90por R$ 159;90Economia de R$ 70;00 (30;44%)?  ~http  v??a @user,0
DICA DO DIA: #RENDAS!! Blusa verde com detalhe em renda preta!!! #maravilhosa!!!! ~http ,1
nao esqueca da #promo do @user Quero ganhar um HD Samsung 320 Gb do @user SIGA E RT ~http  #sorteio,0
vai rola tetinha ?  (@Julieta2point0 live on ~http ),0
Quer um Nintendo 3DS na faixa? A @user e a @user resolvem pra voc??! RT agora e concorra. #89FMGames ~http ,0
q vontade de sumir...to completamente sem rumo...sem dire????o...sem saber o q fazer... =[,-1
Vou comprar um Nike colorido em maio o meu Freeday ta ficando zuado :S,-1
Meeeeeeeeeeu Deus ; como ta friiiiiiiiiio :s,-1
assistindo Brasil x Portugal no #EsporteInterativo e ajudar no twitter #RumoAoPentaNoEI :D,0
est?! a cada dia mais dificil segurar isso em minhas m??os' #pesado,-1
Meus batimentos card??acos: - ??? Falando sobre a Lua e o Arthur: ??? ??? Vendo a Lua e o Arthur: ??? ??? Conhecendo a... ~http ,0
tem gente que nao muda ! mai tu ?? mto fidiputa msm viu ..,-1
Ser?! uma estrat??gia da microsoft para promover seu buscador novo... subordinou um cara da google q fez dar pau em td! #conspira????es,-1
cada um que me aparece; o muleke colocou no FACEBOOK; NIKE SHOX PAH' (H).           --',-1
Vander show o menino tem futuro pra cima deles MENGAO,1
jah baixei jogo de super nintendo rsrs #classico rsrss agora vou tomar banho  e ver a @user meu amoor linda te amoo,1
hackearam cart??es na psn? se fosse eu os usava pra comprar v?!rios wii e xbox360 e mandava entregar pro ceo da sony nos eua,-1
Tudo sobre as partidas de ontem pela Uefa Champions League; Uefa Europa League e Copa Audi !!!!!!!!!!!!!!!!!!!!!!!!!! ~http,0
J?! tem sua musica pra baixar em algum lugar??? (@wesleyiporti live on ~http ),0
Photo: ??? ???N??o deixe que os seus medos tomem o lugar dos seus sonhos.??� ??? ??? Walt Disney ~http ,1
sempre fui comportada; mais agora estou pensando que se dane (8),-1
Cara... E se eu disser que eu to com o meu Super Nintendo aqui do meu lado? SPARKSTER TIME.,1
Chuteira Adidas #F5,0
Eu considero um pecado da Sony estar lan??ando esse ?!lbum P??stumo do MJ. Qual o pr??ximo passo? Abrir o seu t??mulo para ele gravar um clipe?,-1
aiiiii; que demora pro meu amor chegar!!,-1
qm colocar #AguentaMarasco ira concorrer a um iPad 5 e uma Tv Samsung 87` 3D,0
Preparando para segunda feira... Evento Microsoft - Servi??o mais Software especial AZURE!!! Microsoft S??o Paulo.,1
Tudo sobre as partidas de ontem pela Uefa Champions League; Uefa Europa League e Copa Audi !!!!!!!!!!!!!!!!! ~http,0
GANHE um PlayStation 2 Slim Sony na #Promo????o Mam??e & Beb?? do site de vendas da @user - Clique e Concorra: ~http,0
frozinho chato :~,-1
Ou eu assisto essas danadas; ou assisto as aula de matem?!tica aplicada tamb??m conhecida como incentivo ao suic??dio. Ou seja.,-1
To indo nessa que tem que troca os peneus...,0
Di?!rio Lucas Mergel j?! saiu! ~http  ?-? Principais not??cias de hoje via @user @user,0
A??; bem que o Fernand??o poderia vir pro Inter pra se aposentar e fazer a despedida contra o Barcelona na Audi Cup. Seria uma boa.,1
foi s?? eu ou o juiz hj deu uma forcinha de novo??? F?!gner era claramente para ter sido expulso; al??m de um penal n??o marcado no Dinei!,-1
Aff na escola agora com #alana# esta um saco,-1
C??mera Digital Sony DSC-W530 14MP 12x de R$ 32;08 sem juros ~http ,0
Tempo de hoje...00:51:08...melhor tempo que j?! fiz nos 10km da Adidas dedicado a Xuxinha;,1
Chuteira Adidas Campo - Nova - N?? 41 ~http ,0
Meu msn tah uma merd@; nem vou me estressar!!!,-1
FLAMENGO X FIGUEIRENSE ; Hojeee !,1
Assistindo justin BiBa 2 eu nao me canso de ver os videos do @user,1
Aten????o alunos de cursos oficiais  Microsoft - fa??a o download do Companion Content ~http ,0
Monitor Samsung 15.6 polegadas por R$33;90 mensais. ~http ,0
too mega feliz ganhei meu nike 6.0 hj :),1
Hoje passei o intervalo inteirinho com a @user ! &gt;.&lt;,1
Eu quero ganhar um netbook novinho da samsung sorteado pelo @user d?? um RT ~http  #Sorteio pelo ~http  #1,0
Oi galera; hoje nossa turma se superou e mostrou seu talento n??; q isso; estamos de parab??ns amigos! hahaha :D,1
SamueL falando que eu fa??o mt falta! cute *-* &+ disse que essa m??sica ele ouve e lembra de mim.. ~http ,1
Eu estou falando com a @user com o @user e com o @user,0
#tafalado! @user ?? que esse encontro no #Melhoresdoano ; ?? MUITO LEGAL! O tio gosta de ver artista. #prontofalei,1
A loira chega a um bar e pergunta ao primeiro que v??: Onde fica o banheiro?Ele responde:?? do outro lado.{continua},0
Alguem me diz se notes da samsung prestam?,0
[KineXt] Um Avatar Kinect mais realista? Microsoft trabalha nisso ~http  #Kinect #Xbox,0
Meu; batata que a paris hilton ?? de pl?!stico; ela veio de alguma f?!brica da mattel! ~http,-1
Filme Devassa com a garota que n??o gosta de beber; Paris Hilton ~http ,0
Assiste esse v??deo do meu projeto / Watch my project video  ~http ,0
Acabei de votar nos meus artistas favoritos no Pr??mio Multishow. Vot?! l?!! #premiomultishow ~http ,0
Finalmente lembreei di carrega a bateria do meu nintendo ds ixl hsuahsua m?? cota ki num jogo,1
sonhos se realizam: Ser?! que a Nike finalmente vai lan??ar o t??nis q se amarra sozinho; aquele do McFly?  ~http  via @user,1
bando de inutil nao sabem em q esse guri ninca vai da bola pra vcs unica coisa em q eu digo ?? q vo ri muito quando vcs chorarem por ele,-1
Paris Hilton = Chiclete de bola + cart??o de cr??dito,-1
PROMO????O LUDOR - C??mera Sony S1900 por R$319;00!!!!! (Sony Brasil) Pre??o com QUALIDADE s?? a Ludor tem.,0
mais uma vez levei o MP3 w202 da Sony para a assist??ncia t??cnica na data de ontem; dia 23/08. Vamos ver quanto tempo levar?! at?? a devolu????o.,-1
Promo????o: quer ganhar um laptop Sony Vaio? D?? um RT; siga @user e @user para concorrer. ~http ,0
alguem tem o celular samsung galaxy 5?,0
Bomm q somos so nos duas as chances sao maiores do q se fosse com 10 meninas @user,1
Fiquei satisfeito com o resultado da ??ltima etapa do circuito Adidas 2010... 55 Minutos e 40 Segundos ...,1
KKKKKKKKK O PESSOAL DA SONY COLOCO VMB KKKKKKK BANDO DE BURROS,-1
ah que saudade do meu nen??m :(,-1
#brandsclub !!!! esperando nintendo wii por 499 reais !,0
???Eu quero almo??ar na companhia de @user??�255,1
#linkk Audi apresenta el??trico A2 ~http ,0
foda-se vc microsoft foda-se vc biiilll gates; morre diabo.,-1
Vontade de jogar Super Nintendo =p,1
???Eu quero conquistar a minha independ??ncia digital com o Samsung Star que o @user est?! sorteando ~http ,1
BONCHI BONCHI BOM BOM BOM... kkkk #momentoretardada,1
GANHE um PlayStation 2 Slim Sony #Promo????o do site de vendas da @user Clique e Concorra: ~http  #PremiosParaVoce,0
tava la no @user fumando narguile e bem na hora que a gente ia come??ar a jogar nintendo e m??e pediu pra eu ir pra casa; que merda :/,-1
Leo Moura ?? o meu saco; esse merda nao fez 1 jogada certa.,-1
A Lady Gaga #queimouseufilme ao ir vestida de bife no MTV Awards sendo que existe um monte de gente que ainda passa fome no mundo.,-1
Salvei uma pessoa de ter c??ncer de pulm??o.. fa??a vc tamb??m a sua parte! =D,1
Guerreiroo ; Guerreiroo ; Guerreiroo ; TIME DE GUERREIRO !,1
obrigado @user,1
vo jogar meu super nintendo HAHA ; ?? velho mais ?? o melhor,1
Oiee gentee ;acabei de chegaa da fazendaa; muitoo bom =DD carnaval perfeitoo @,1
Kit Rel??gio 3 Pulseiras Nike Cuff      de R$ 199;90 por: R$ 99;90 ~http  via @user,0
aaa q dia mais chato hoje :\  acho que vou jogar um pouco de nintendo wii depois eu volto,-1
Photo: ??? Quando se trata de amor nunca ?? tarde demais. Cartas para Julieta ~http ,1
Indo dormir ; Boa noite  a todos :D,1
Conex??o Tecnol??gica: Microsoft anuncia planos para um SDK do Kinect ~http ,0
Alguem indica eu ? *-*',0
ImagineDay - dia 16 de Novembro ? s 10Horas na ESTG do IPleiria - Neste evento: + info sobre Imagine Cup 2010 da Microsoft - final em NewYork,0
baixando umas musics aqui no trampo ;),1
Lou dormiu aqui de ontem pra hj; dafne ta vindo daqui a pouco pra gnt assistir um filme; yay -Lu,1
Eu quero ganhar um netbook novinho da samsung sorteado pelo @user d?? um RT ~http  #Sorteio pelo ~http  #02,0
Em uma escala de 0-10 a m??sica da propaganda de 15 anos da Sony ?? ruim 245733.,-1
Jogando donkey kong!! Nossa; tirei meu super nintendo do bau!!,1
Mais que sacanagem ?? essa?,-1
Ter voc?? ?? meu desejo de viver ! ???,1
Amanheceu um friozim hoje ein.. gosto disso n??o; da uma pregui??a de tomar banho,-1
Bom Dia a todosssssssssssssss! =),1
Manda Abra??o pra mim! Aprendi quase todas minhas musicas com voces! (@cifraclub live on ~http ),1
Eu quero ganhar 1 Tablet SAMSUNG GALAXY dia 30/06/2011; estou seguindo @user e concorrendo; de RT e concorra tb; infos: #multiloja.com,0
Mais de 100 vezez que o Luan entra e n??o me responde :\ #Bua,-1
Voc?? ?? sempre chato assim ou s?? quando esta acordado????,-1
Nessa tal de Copa Audi ou s?? vale empate ou Milan e Inter s??o muito fracos .,-1
#GANHE um PlayStation 2 Slim Sony #Promo????o Mam??e & Beb?? do site de vendas da @user Clique e Concorra: ~http ,0
Tudo sobre as partidas desta quarta-feira pela Champions League; Europa League e Copa Audi !!!!!!!!!!!!!!!!!!!! ~http ,0
Quero ganhar uma bela Camera Digital Samsung ES65. ?? s?? seguir a @user e concorrer ~http,0
Games e Tecnologia Brasil: Sony apresenta no Brasil a tecnologia 4k de cinema digital. ~http ,0
poise! n??o; vc n??o entendeu. ele tem o pessoal dele que ?? o Ronaldo Cruz,0
Eu quero ganhar o Nintendo Wii que o @user vai sortear dia 27/10 (20:00 hrs);RT e follow @user ~http ,0
Bom dia. Acabei de acordar com muita dor no ombro :/,-1
Promo????o: quer ganhar um laptop Sony Vaio? D?? um RT; siga @user e @user para concorrer. ~http ,0
fui no dentista hj e dps passei na casa do @user :D ;; tava jogando nintendo wii :B,1
"UM #FODA-SE PARA ESSE AVATERES QUE QUE DIZEM ME SEGUE QUE EU TE SIGO E SO #KA?"";PELA ULTIMA VEZ SO SIGO QUEM EM SEGUIR ;;)",-1
nao entendo como um ipod eh melhor q um sony vaio; nao entendo mesmo...,-1
#LOUVOS??O sexta ?? n??s;quero ver tods l?  93 ?? o melhor......,1
Atacando de DJ: Paris Hilton quer competir com David Guetta e planeja lan??ar ?!lbum de house music ~http  SENTA L?� PARIS!,0
Soou T??O Viciiado  Em Super Nintendo Que tenho 3 Emuladores No Pc!^^ HuHuahauh #SuperNintendoManiacs,1
Quando a vida te obriga a enfrentar gente malvada devemos pensar que ela ?? uma lixa ela pode te arranhar,-1
Video: A Sony publicou nesta quinta quatro v??deos falando sobre seu novo port?!til; que foi batizado... ~http ,0
Tudo sobre as partidas desta quarta-feira pela Champions League; Europa League e Copa Audi !!!!!!!!!!!!!!! ~http ,0
Alguem tem um super nintendo com o mario world pra emprestar ?,0
booom dia; bom domingo para todos (:,1
AINDA N??O ACABOU.,-1
Comecei o dia ??timo hje *-------*,1
?? cada coisa... muitaa saudade da ??poca que restart era o bot??o do Nintendo !! :/,1
Xinga o Justin Barbie mas usa um nike igual ao dele #FAIL (@pecesiqueira live on ~http ),-1
chegar aos 100; irei sortear uma maquina sony rosa; de 540 mega pixels.,0
gostei do tenis azul la :D ; eu tenho a nike 6.0 preto :P,1
"""so esperando outro black out ; safados fazendo fraude ; quem ta dirigindo um audi ; nunca tomou banho de balde""",-1
"Agora a Nintendo tem que rezar para a @user conseguir mudar jogos para ""arte""; sen??o ficar?! dificil para a Nintendo no Brasil. @user",-1
A microsoft marcou uma era; ?? ineg?!vel. Acabei de ver que eles tem software pra desenho de flowchart; tudo o que eu precisava!,1
Obrigado internet banda larga. Confer??ncia da Sony agora. #e3,1
Lan??amento da Sony PSP2 mt show galera. ~http ,1
Ganso seu fdp; como tu te machuca seu caralho?! Agora n??o vai mais jogar aqui... Vai fazer um fortalecimento muscular; porque t?! foda!,-1
Saindo Aqui Amores Da Minha Vida Raz??o Da Minha Exist??ncia !!...,1
Marquinho Manda uma camisa pra mim :D (@OficialFlu live on ~http ),1
que bom!!! menos um problema! agora s?? me faltam 2 pra resolver hj!,1
Essa propaganda da Sony 'e muito boa!,1
cheguei da loja ; ja comprei meu xbox 360 ; agora se pah hj vo volta pra compra a tv de 42 da sony ; outro presente de niver *--*,1
1 e 6 da manha e eu tuitando daqui do quarto do hotel!!!! mt bom hj!!! '------' comprei um nike shox e uma Gap hoodie,1
Video muito legal do Audi DTCC Etapa Campo Grande ~http  parab??ns a @user,1
???N??o contem para ningu??m; mas o Brasil ?? o meu pa??s favorito.??� Demi Lovato,1
Comprei um short da Nike e o mei??o canguru da Penalti preto pra jogar no interclasses! :D,1
dizem que a agua na ponte nova ja eras; algu??m confirma?,0
aguardando resposta da Sony Music..... vamos torcer!!!!!! para ser o site oficial do MWS no Brasil,1
tenhoo muito orgulho de ser Corinthianaa  #DiadoCorinthians ???,1
fiquei cabreiro hoje entrei no site da adidas e vi que la nao mostra que eles patrocinam clubes brasileiros; s?? tem foto de camisa europeia,-1
Odeio sair com minha familia,-1
Oii  @user  #Cat,0
"Sigam e RT @user #sorteio em 14/01 Monitor/TV 24"" Full HD Samsung #P2470HN ~http ",0
namoraaaaaaaaal; qe filha da putaaaaaaaagem velho; odeio esse tipo de beijo qe voc?? n??o sabe o significado :@',-1
Confiram 3 das m??sicas do nosso EP no ~http ,0
Eu baixei um monte de filtro e efeitos especiais pro meu Sony Vegas; meus videos v??o ficar lind??es agora! &lt;3,1
Nenhuma situa????o ?? t??o complicada que uma mulher n??o posso piorar.,-1
"O papeis coadjuvantes disputados foram o de Luna Lovegood;Lila Brown;e ""apenas 7 mil garotas se escreveram para interpretar Cho Chang.",0
Microsoft inicia divulga????o de seu tablet - Microsoft Courier -  ~http,0
Se tudo der certo - vou pra Ivinhema fazer outro curso sexta que veeem 0// Aproveitar que o papis ta investindo =),1
Chegaram os Brindes da Microsoft pro #MTD2010..:),0
Acabo de descobrir um dos melhores sites sobre Nintendo do pa??s: @user  Sensacional!!!,1
